Id,Burg,Province,Province Full Name,State,State Full Name,Culture,Religion,Group,Population,X,Y,Latitude,Longitude,Elevation (m),Temperature,Temperature likeness,Capital,Port,Citadel,Walls,Plaza,Temple,Shanty Town,Emblem,Preview link
535,Qorno,Shranqel,Shranqel County,Srach,Grand Duchy of Srach,阿拉戈（蛛形）,Deities of the Amber Cold,town,4932,4781.7,1621.4,31.72,-8.12,36,13°C,Milan (Italy),,,,,,,,{t1:argent;ordinaries:[{ordinary:gore;t:vert}];charges:[{charge:roundel;t:gules;p:kn;size:0.7}];shield:culture},https://watabou.github.io/city-generator/?name=Qorno&population=4932&size=24&seed=1234182160535&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
536,Cragrasp,Travia,Travia Governorate,Engai,Republic of Engai,戴尔（人类）,戴尔（人类） Spirits,town,11445,2243.84,1590.85,32.82,-99.34,121,12°C,Paris (France),,port,citadel,walls,,,,{t1:purpure;charges:[{charge:caravel;t:or;p:jln;t2:or;t3:argent;size:0.7}];shield:culture},https://watabou.github.io/city-generator/?name=Cragrasp&population=11445&size=33&seed=1234182160536&river=1&coast=1&farms=1&citadel=1&urban_castle=1&hub=0&plaza=0&greens=0&temple=0&walls=1&shantytown=0&style=natural
537,Knighpass,Griron,Griron Shire,Dawnwalia,Principality of Dawnwalia,阿诺（人类）,Embergrakecism,village,1996,8094.02,3372.53,-31.22,110.95,1024,11°C,Antwerp (Belgium),,,,,,,,{t1:azure;ordinaries:[{ordinary:bendlet;t:argent;line:straight}];charges:[{charge:cossack;t:purpure;p:joe;t2:or;t3:purpure;size:0.3}];shield:culture},https://watabou.github.io/village-generator/?pop=1996&name=Knighpass&seed=1234182160537&width=1600&height=780&style=default&tags=dead+end%2Cno+square%2Cdense
538,Brugnud,Lightia,Lightia Landgrave,Vreagab,Kingdom of Vreagab,乌格卢克（兽人）,乌格卢克（兽人） Forefathers,town,8327,2487.4,1536.58,34.77,-90.59,121,9°C,Copenhagen (Denmark),,,,,,,,{t1:argent;ordinaries:[{ordinary:bend;t:purpure;line:straight}];charges:[{charge:bearRampant;t:argent;p:e;t2:argent;t3:argent;size:0.7}];shield:culture},https://watabou.github.io/city-generator/?name=Brugnud&population=8327&size=29&seed=1234182160538&river=1&coast=0&farms=1&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
539,Sigkangar,Zugrim,Zugrim County,Giruzar,Giruzar Empire,尤顿（巨人）,尤顿（巨人） Druidism,town,5284,7432.24,2119.99,13.8,87.16,196,27°C,Mogadishu (Somalia),,port,,,,,,{t1:vert;ordinaries:[{ordinary:cross;t:or;line:flechy}];charges:[{charge:parrot;t:gules;p:beh;t2:gules;size:0.3}];shield:culture},https://watabou.github.io/city-generator/?name=Sigkangar&population=5284&size=24&seed=1234182160539&river=1&coast=1&farms=1&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
540,Ghostkeep,Draledaven,Draledaven Department,Engai,Republic of Engai,戴尔（人类）,戴尔（人类） Spirits,town,2850,1968.74,1657.68,30.42,-109.23,25,16°C,Dubrovnik (Croatia),,port,,walls,,,,{t1:argent;division:{division:perBend;t:gules;line:indented};charges:[{charge:caravel;t:azure;p:lm;t2:azure;t3:azure;size:0.7}];shield:culture},https://watabou.github.io/city-generator/?name=Ghostkeep&population=2850&size=19&seed=1234182160540&river=1&coast=1&farms=1&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=1&shantytown=0&style=natural
541,Kiltoch,Boulhallse,Boulhallse County,Milstar,Kingdom of Milstar,尤顿（巨人）,Embergrakecism,town,3064,6967.09,3037.84,-19.19,70.44,400,24°C,Dakar (Senegal),,port,,,,,,{t1:pally-azure-argent;charges:[{charge:armillarySphere;t:or;p:e;size:1.5}];shield:culture},https://watabou.github.io/city-generator/?name=Kiltoch&population=3064&size=20&seed=1234182160541&river=1&coast=1&farms=1&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
542,Kleab,Swa,Swa County,Brat,Principality of Brat,狗头人（哥布林）,Old Gneabligzism,fort,903,3646.33,1359.53,41.14,-48.93,169,5°C,Harbin (China),,,citadel,,,,,{t1:purpure;division:{division:perFess;t:argent;line:engrailed};charges:[{charge:key;t:or;p:k;size:0.7};{charge:bell;t:gules;p:n;size:0.7}];shield:culture},null
543,Kirregan,Brazadh,Brazadh Province,Engai,Republic of Engai,乌格卢克（兽人）,乌格卢克（兽人） Forefathers,town,5589,2043.93,1877.83,22.51,-106.53,25,22°C,Guangzhou (China),,,,,,,,{t1:argent;ordinaries:[{ordinary:terrace;t:gules;line:straight}];charges:[{charge:mullet;t:gules;p:def;size:0.5}];shield:culture},https://watabou.github.io/city-generator/?name=Kirregan&population=5589&size=25&seed=1234182160543&river=1&coast=0&farms=1&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
544,Akh,Grigh,Grigh Earldom,Zrio,Kingdom of Zrio,乌格卢克（兽人）,乌格卢克（兽人） Forefathers,town,5234,1749.95,2635.17,-4.71,-117.1,16,30°C,Khartoum (Sudan),,,,,,,,{t1:gules;charges:[{charge:annulet;t:or;p:beh;size:0.5}];shield:culture},https://watabou.github.io/city-generator/?name=Akh&population=5234&size=24&seed=1234182160544&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
545,Proltiaxi,Gasinx,Gasinx County,Brat,Principality of Brat,狗头人（哥布林）,Old Gneabligzism,town,4937,3461.7,1982.1,18.76,-55.57,25,24°C,Dakar (Senegal),,,,,,,,{t1:argent;ordinaries:[{ordinary:piles;t:sable}];charges:[{charge:crossHummetty;t:vert;p:jln;size:0.7}];shield:culture},https://watabou.github.io/city-generator/?name=Proltiaxi&population=4937&size=24&seed=1234182160545&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
546,Moongulf,Bearse,Bearse County,Dawnwalia,Principality of Dawnwalia,阿诺（人类）,Embergrakecism,town,2813,7956.57,3265.28,-27.36,106.01,64,20°C,Alexandria (Egypt),,port,,,,,,{t1:sable;charges:[{charge:cavalier;t:argent;p:e;t2:argent;t3:argent;size:1.5}];shield:culture},https://watabou.github.io/city-generator/?name=Moongulf&population=2813&size=19&seed=1234182160546&river=1&coast=1&farms=0&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
547,Theod,Shola,Shola Earldom,Giruzar,Giruzar Empire,尤顿（巨人）,尤顿（巨人） Druidism,town,5094,7230.1,2222.83,10.11,79.89,484,26°C,Jakarta (Indonesia),,,,,,,,{t1:gules;ordinaries:[{ordinary:chief;t:argent;line:barby}];charges:[{charge:grapeBunch;t:argent;p:emo;t2:argent;t3:or;size:0.5}];shield:culture},https://watabou.github.io/city-generator/?name=Theod&population=5094&size=24&seed=1234182160547&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
548,Gluthmark,Bearse,Bearse County,Dawnwalia,Principality of Dawnwalia,尤顿（巨人）,Embergrakecism,village,1263,8131.78,3131.58,-22.56,112.31,784,20°C,Alexandria (Egypt),,,,walls,,,,{t1:argent;ordinaries:[{ordinary:saltire;t:gules;line:straight}];charges:[{charge:cock;t:azure;p:e;t2:azure;t3:vert;size:1.5}];shield:culture},https://watabou.github.io/village-generator/?pop=1263&name=Gluthmark&seed=1234182160548&width=1400&height=683&style=default&tags=dead+end%2Cno+square%2Cpalisade%2Cdense
549,Galgrimfa,Shatreora,Shatreora County,Solka,Kingdom of Solka,尤顿（巨人）,尤顿（巨人） Druidism,town,6588,8735.89,1636.78,31.17,134.02,121,15°C,Rome (Italy),,,,,,,,{t1:vert;charges:[{charge:scissors;t:argent;p:e;size:1.5}];shield:culture},https://watabou.github.io/city-generator/?name=Galgrimfa&population=6588&size=26&seed=1234182160549&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
550,Srokharb,Srokharb,Srokharb Captaincy,Kyathlulil,Kingdom of Kyathlulil,尤顿（巨人）,尤顿（巨人） Druidism,town,8214,5894.53,2146.94,12.83,31.89,16,29°C,Niamey (Niger),,port,,,,,,{t1:azure;division:{division:perFess;t:argent;line:archedReversed};charges:[{charge:pear;t:or;p:k;t2:or;size:0.7};{charge:salmon;t:gules;p:n;size:0.7}];shield:culture},https://watabou.github.io/city-generator/?name=Srokharb&population=8214&size=29&seed=1234182160550&river=1&coast=1&farms=1&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
551,Brorendush,Migez,Migez Earldom,Tolnarg,Grand Duchy of Tolnarg,尤顿（巨人）,尤顿（巨人） Druidism,town,6295,8971.9,3379,-31.45,142.5,36,18°C,Barcelona (Spain),,,,,plaza,,,{t1:argent;division:{division:perBendSinister;t:vairAncien-or-gules;line:straight};ordinaries:[{ordinary:chief;t:vert;line:straight}];charges:[{charge:cannon;t:argent;p:abc;t2:argent;size:0.5}];shield:culture},https://watabou.github.io/city-generator/?name=Brorendush&population=6295&size=26&seed=1234182160551&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=0&plaza=1&greens=1&temple=0&walls=0&shantytown=0&style=natural
552,Rekx,Sios,Sios Earldom,Zrio,Kingdom of Zrio,狗头人（哥布林）,Old Gneabligzism,village,1087,2026.22,2700.11,-7.05,-107.17,49,29°C,Niamey (Niger),,,,,,,,{t1:or;division:{division:perBend;t:sable;line:straight};charges:[{charge:ratRampant;t:purpure;p:e;t2:azure;divided:counter;size:1.5}];shield:culture},https://watabou.github.io/village-generator/?pop=1087&name=Rekx&seed=1234182160552&width=1400&height=683&style=default&tags=dead+end%2Cno+orchards%2Cno+square%2Cdense
553,Brozuzan,Froth,Froth County,Solka,Kingdom of Solka,尤顿（巨人）,尤顿（巨人） Druidism,town,5449,9008.38,1613.58,32,143.82,49,13°C,Milan (Italy),,port,,,,,,{t1:or;division:{division:perPale;t:azure;line:engrailed};charges:[{charge:wolfHeadErased;t:gules;p:pq;t2:gules;size:0.7}];shield:culture},https://watabou.github.io/city-generator/?name=Brozuzan&population=5449&size=25&seed=1234182160553&river=0&coast=1&farms=1&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural&sea=0.21
554,Brybrinqi,Brybrinqi,Brybrinqi County,Vreagab,Kingdom of Vreagab,狗头人（哥布林）,Old Gneabligzism,town,10977,3312.99,1896.08,21.85,-60.91,361,19°C,Marrakesh (Morocco),,,,walls,,,,{t1:gules;ordinaries:[{ordinary:pileInBend;t:argent}];shield:culture},https://watabou.github.io/city-generator/?name=Brybrinqi&population=10977&size=32&seed=1234182160554&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=1&plaza=0&greens=0&temple=0&walls=1&shantytown=0&style=natural
555,Navaguguk,Navaguguk,Navaguguk Barony,Shemnaselu,Grand Duchy of Shemnaselu,尤顿（巨人）,尤顿（巨人） Druidism,town,9097,5644.19,2134.58,13.28,22.89,9,29°C,Niamey (Niger),,,,,,,,{t1:argent;charges:[{charge:pike;t:purpure;p:e;t2:purpure;size:1.5}];shield:culture},https://watabou.github.io/city-generator/?name=Navaguguk&population=9097&size=30&seed=1234182160555&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
556,Steamber,Drayhost,Drayhost Earldom,Eartland,Grand Duchy of Eartland,阿诺（人类）,Embergrakecism,town,5519,7305.19,3432.63,-33.38,82.59,121,16°C,Dubrovnik (Croatia),,,,,,,,{t1:argent;ordinaries:[{ordinary:terrace;t:gules;line:raguly}];charges:[{charge:inescutcheon;t:azure;p:bdf;size:0.5};{charge:fusil;t:argent;p:bdf;size:0.25}];shield:culture},https://watabou.github.io/city-generator/?name=Steamber&population=5519&size=25&seed=1234182160556&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
557,Littkeep,Dewden,Dewden Earldom,Milstar,Kingdom of Milstar,阿诺（人类）,阿诺（人类） Totems,town,5336,6822.26,3762.9,-45.25,65.23,25,6°C,Stockholm (Sweden),,,citadel,walls,,,,{t1:or;ordinaries:[{ordinary:piles;t:azure}];charges:[{charge:compassRose;t:gules;p:jleh;size:0.5}];shield:culture},https://watabou.github.io/city-generator/?name=Littkeep&population=5336&size=24&seed=1234182160557&river=0&coast=0&farms=1&citadel=1&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=1&shantytown=0&style=natural
558,Ysenilsya,Wasinzan,Wasinzan Barony,Shemnaselu,Grand Duchy of Shemnaselu,昆雅（精灵）,昆雅（精灵） Druidism,town,4519,5285.8,1990.9,18.44,10,81,23°C,Rio de Janeiro (Brazil),,,,,,,,{t1:gules;ordinaries:[{ordinary:quarter;t:argent}];shield:culture},https://watabou.github.io/city-generator/?name=Ysenilsya&population=4519&size=23&seed=1234182160558&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
559,Givzieqee,Sios,Sios Earldom,Zrio,Kingdom of Zrio,狗头人（哥布林）,Old Gneabligzism,town,3662,2105.92,2702.89,-7.15,-104.3,144,28°C,Bangkok (Thailand),,,,,,,,{t1:masoned-azure-or-small;charges:[{charge:elephant;t:or;p:e;t2:or;size:1.5}];shield:culture},https://watabou.github.io/city-generator/?name=Givzieqee&population=3662&size=21&seed=1234182160559&river=1&coast=0&farms=1&citadel=0&urban_castle=0&hub=1&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
560,Kluir,Swa,Swa County,Brat,Principality of Brat,狗头人（哥布林）,Old Gneabligzism,town,3720,3735.35,1166.36,48.08,-45.73,49,1°C,Arkhangelsk (Russia),,,,,,,,{t1:azure;division:{division:perFess;t:argent;line:straight};charges:[{charge:trefle;t:or;p:k;size:0.7};{charge:eagle;t:gules;p:n;size:0.7}];shield:culture},https://watabou.github.io/city-generator/?name=Kluir&population=3720&size=21&seed=1234182160560&river=1&coast=0&farms=0&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
561,Qeekork,Qeekork,Qeekork Governorate,Engai,Republic of Engai,狗头人（哥布林）,Old Gneabligzism,city,13320,2284.59,3096.39,-21.29,-97.88,25,27°C,Mogadishu (Somalia),,,,,,,,{t1:sable;charges:[{charge:donkeyHeadCaboshed;t:argent;p:e;t2:argent;size:1.5}];shield:culture},https://watabou.github.io/city-generator/?name=Qeekork&population=13320&size=34&seed=1234182160561&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
562,Brittmore,Dewgcoast,Dewgcoast County,Milstar,Kingdom of Milstar,阿诺（人类）,Embergrakecism,village,1927,6688.84,3127.02,-22.39,60.44,441,22°C,Guangzhou (China),,,,,,,,{t1:gules;charges:[{charge:mallet;t:argent;p:e;t2:argent;size:1.5}];shield:culture},https://watabou.github.io/village-generator/?pop=1927&name=Brittmore&seed=1234182160562&width=1600&height=780&style=default&tags=highway%2Cno+square%2Cdense
563,Gobligz,Stryt,Stryt Province,Biok,Republic of Biok,狗头人（哥布林）,Old Gneabligzism,village,1028,3984.15,1528.77,35.05,-36.79,169,9°C,Copenhagen (Denmark),,,,,,,,{t1:vert;charges:[{charge:heart;t:argent;p:abc;size:0.5}];shield:culture},https://watabou.github.io/village-generator/?pop=1028&name=Gobligz&seed=1234182160563&width=1400&height=683&style=default&tags=dead+end%2Cno+square%2Cdense
564,Srurd,Phax,Phax Department,Engai,Republic of Engai,狗头人（哥布林）,Old Gneabligzism,village,1049,2790.28,2963.27,-16.51,-79.7,81,27°C,Mogadishu (Somalia),,,,walls,,,,{t1:argent;ordinaries:[{ordinary:bordure;t:azure}];charges:[{charge:billet;t:or;p:ABCDEFGHIJKL;size:0.18};{charge:lionPassantGuardant;t:gules;p:e;size:1.1}];shield:culture},https://watabou.github.io/village-generator/?pop=1049&name=Srurd&seed=1234182160564&width=1400&height=683&style=default&tags=river%2Chighway%2Cno+square%2Cpalisade%2Cdense
565,Cloudwich,Oadowfalls,Oadowfalls County,Milstar,Kingdom of Milstar,阿诺（人类）,阿诺（人类） Totems,town,4692,6294.66,3118.56,-22.09,46.27,36,27°C,Mogadishu (Somalia),,port,citadel,,,,,{t1:semy_of_crossSaltire-argent-azure;division:{division:gyronny;t:purpure};ordinaries:[{ordinary:fess;t:gules;line:straight}];shield:culture},https://watabou.github.io/city-generator/?name=Cloudwich&population=4692&size=23&seed=1234182160565&river=0&coast=1&farms=1&citadel=1&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural&sea=1.16
566,Crild,Ulmzofs,Ulmzofs Province,Biok,Republic of Biok,狗头人（哥布林）,Old Gneabligzism,town,5079,3968.42,1836.43,23.99,-37.35,16,22°C,Guangzhou (China),,port,,,,,,{t1:argent;division:{division:perFess;t:sable;line:bevilled};charges:[{charge:lionHeadErased;t:azure;p:k;t2:azure;size:0.7;sinister:1};{charge:heron;t:or;p:n;size:0.7}];shield:culture},https://watabou.github.io/city-generator/?name=Crild&population=5079&size=24&seed=1234182160566&river=0&coast=1&farms=1&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural&sea=0.59
567,Nuldero,Narnelka,Narnelka County,Digez,Digezan League,尤顿（巨人）,尤顿（巨人） Druidism,town,6945,8593.83,2241.38,9.44,128.91,1024,22°C,Guangzhou (China),,,,walls,,,,{t1:argent;charges:[{charge:snake;t:azure;p:e;t2:purpure;size:1.5}];shield:culture},https://watabou.github.io/city-generator/?name=Nuldero&population=6945&size=27&seed=1234182160567&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=1&shantytown=0&style=natural
568,Vorkun,Yudhyrgu,Yudhyrgu County,Giruzar,Giruzar Empire,尤顿（巨人）,Embergrakecism,village,1015,8338.82,2588.13,-3.02,119.75,1444,20°C,Alexandria (Egypt),,,,,,,,{t1:or;ordinaries:[{ordinary:bordure;t:purpure}];charges:[{charge:mullet6;t:or;p:ABCDEFGHIJKL;size:0.18};{charge:crossSaltire;t:gules;p:e;size:1.1}];shield:culture},https://watabou.github.io/village-generator/?pop=1015&name=Vorkun&seed=1234182160568&width=1400&height=683&style=default&tags=highway%2Cno+square%2Cdense
569,Gler,Vekz,Vekz County,Brat,Principality of Brat,狗头人（哥布林）,Old Gneabligzism,village,1629,3678.5,1155.6,48.46,-47.77,144,0°C,Murmansk (Russia),,,,walls,,,,{t1:azure;division:{division:perFess;t:argent;line:nowyReversed};ordinaries:[{ordinary:terrace;t:or;line:straight;divided:counter}];shield:culture},https://watabou.github.io/village-generator/?pop=1629&name=Gler&seed=1234182160569&width=1600&height=780&style=snow&tags=isolated%2Cuncultivated%2Cno+orchards%2Cno+square%2Cpalisade%2Cdense
570,Vornel,Zira,Zira County,Giruzar,Giruzar Empire,尤顿（巨人）,Embergrakecism,town,2675,7282.65,3023.92,-18.69,81.78,484,25°C,Miami (USA),,,,,,,,{t1:masoned-argent-azure-small;charges:[{charge:bell;t:sable;p:e;t2:sable;size:1.5}];shield:culture},https://watabou.github.io/city-generator/?name=Vornel&population=2675&size=19&seed=1234182160570&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
571,Irranntyr,Mythshele,Mythshele County,Olerin,Olerin Empire,昆雅（精灵）,昆雅（精灵） Druidism,town,2326,6253.47,1953.01,19.8,44.79,256,22°C,Guangzhou (China),,,,,,,,{t1:purpure;ordinaries:[{ordinary:cross;t:or;line:straight}];charges:[{charge:angel;t:azure;p:beh;t2:azure;size:0.3}];shield:culture},https://watabou.github.io/city-generator/?name=Irranntyr&population=2326&size=18&seed=1234182160571&river=1&coast=0&farms=1&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
572,Mooncairn,Hound,Hound Captaincy,Dawnwalia,Principality of Dawnwalia,阿诺（人类）,Embergrakecism,village,487,7686.79,3212.14,-25.45,96.31,100,22°C,Guangzhou (China),,,,,,,,{t1:sable;ordinaries:[{ordinary:chevron;t:argent;line:engrailed}];charges:[{charge:ratRampant;t:or;p:e;t2:argent;size:1.5}];shield:culture},https://watabou.github.io/village-generator/?pop=487&name=Mooncairn&seed=1234182160572&width=800&height=390&style=default&tags=dead+end%2Cno+square%2Cdense
573,Cielble,Sios,Sios Earldom,Zrio,Kingdom of Zrio,狗头人（哥布林）,Old Gneabligzism,town,4157,2217.72,2727.2,-8.02,-100.28,225,27°C,Mogadishu (Somalia),,,,,,,,{t1:azure;ordinaries:[{ordinary:orle;t:argent}];charges:[{charge:roundel2;t:argent;p:jleh;size:0.5}];shield:culture},https://watabou.github.io/city-generator/?name=Cielble&population=4157&size=22&seed=1234182160573&river=1&coast=0&farms=1&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
